,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
102168,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-04-15,50706,10217,3149,     371,    -484,     149
102169,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-04-08,50335,10701,3000,   -3709,   -3171,     210
102170,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-04-01,54044,13872,2790,   -3540,   -1316,     791
102171,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-03-25,57584,15188,1999,    -170,     878,      28
102172,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-03-18,57754,14310,1971,    -480,    -739,    -252
102173,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-03-11,58234,15049,2223,   -3196,   -1884,    -786
102174,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-03-04,61430,16933,3009,    2675,    2159,     426
102175,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-02-25,58755,14774,2583,    3679,    1870,    -455
102176,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-02-18,55076,12904,3038,    1474,    -335,    -814
102177,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-02-11,53602,13239,3852,    2466,      88,     412
102178,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-02-04,51136,13151,3440,   -4209,   -2153,      55
102179,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-01-28,55345,15304,3385,     242,     236,      56
102180,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-01-21,55103,15068,3329,   -1046,     453,    -273
102181,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-01-14,56149,14615,3602,    1356,     652,     146
102182,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1997-01-07,54793,13963,3456,    5617,    3558,    1192
102183,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-12-31,49176,10405,2264,   -1376,     323,    -186
102184,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-12-24,50552,10082,2450,   -3410,    -830,     109
102185,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-12-17,53962,10912,2341,   -7400,   -3176,      81
102186,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-12-10,61362,14088,2260,     667,    -334,    -196
102187,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-12-03,60695,14422,2456,   -1204,    -171,     141
102188,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-11-26,61899,14593,2315,    -975,     574,   -1788
102189,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-11-19,62874,14019,4103,    1706,    1272,    -608
102190,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-11-12,61168,12747,4711,    3335,    2294,    -710
102191,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-11-05,57833,10453,5421,   -2297,    -919,     106
102192,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-10-29,60130,11372,5315,    3815,    3026,    1103
102193,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-10-22,56315,8346,4212,   -1474,    -580,   -1276
102194,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-10-15,57789,8926,5488,    -236,    -345,    -772
102195,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-10-08,58025,9271,6260,    1217,     584,      23
102196,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-10-01,56808,8687,6237,    1133,     290,   -1391
102197,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-09-24,55675,8397,7628,    -377,     130,    -682
102198,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-09-17,56052,8267,8310,    1435,    -437,    1802
102199,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-09-10,54617,8704,6508,    -297,     925,   -1469
102200,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-09-03,54914,7779,7977,    -448,     459,     226
102201,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-08-27,55362,7320,7751,   -1303,     658,    -815
102202,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-08-20,56665,6662,8566,    -565,      40,   -1181
102203,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-08-13,57230,6622,9747,     720,      22,     -65
102204,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-08-06,56510,6600,9812,    1567,     -31,    1430
102205,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-07-30,54943,6631,8382,   -1507,   -1460,   -1300
102206,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-07-23,56450,8091,9682,    -999,    -624,   -1189
102207,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-07-16,57449,8715,10871,    1304,     360,     888
102208,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-07-09,56145,8355,9983,    -906,    -667,    -179
102209,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-07-02,57051,9022,10162,   -3793,   -1361,   -1026
102210,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-06-25,60844,10383,11188,    5823,    5670,     921
102211,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-06-18,55021,4713,10267,    5010,     919,     779
102212,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-06-11,50011,3794,9488,    9541,   -1558,    3335
102213,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-06-04,40470,5352,6153,     218,    -343,      39
102214,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-05-28,40252,5695,6114,    -846,   -1337,    2115
102215,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-05-21,41098,7032,3999,  -11789,   -8681,    -427
102216,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-05-14,52887,15713,4426,    -354,    -949,    -578
102217,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-05-07,53241,16662,5004,    1770,    2245,    1285
102218,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-04-30,51471,14417,3719,    1104,    1423,    1233
102219,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-04-23,50367,12994,2486,    4696,    1064,     708
102220,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-04-16,45671,11930,1778,    3353,    3661,   -1624
102221,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-04-09,42318,8269,3402,    -789,     292,    -119
102222,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-04-02,43107,7977,3521,   -1018,   -1360,    -183
102223,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-03-26,44125,9337,3704,    1334,     886,     372
102224,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-03-19,42791,8451,3332,    -824,     265,   -1234
102225,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-03-12,43615,8186,4566,    2942,    1977,     -84
102226,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-03-05,40673,6209,4650,   -2852,     432,   -2955
102227,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-02-27,43525,5777,7605,   -2902,   -1552,   -1340
102228,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-02-20,46427,7329,8945,    1107,    -280,     942
102229,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-02-13,45320,7609,8003,    -787,   -1760,    -469
102230,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-02-06,46107,9369,8472,   -4216,   -3073,   -3309
102231,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-01-30,50323,12442,11781,     425,   -1502,   -1323
102232,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-01-23,49898,13944,13104,    1308,     340,    -696
102233,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-01-16,48590,13604,13800,    2266,     962,    2797
102234,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-01-09,46324,12642,11003,    6578,     674,    4150
102235,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1996-01-02,39746,11968,6853,    4610,    3617,    3487
102236,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-12-26,35136,8351,3366,     115,    1692,     764
102237,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-12-19,35021,6659,2602,    -948,     226,   -1371
102238,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-12-12,35969,6433,3973,   -1521,     -96,     846
102239,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-12-05,37490,6529,3127,    -598,     131,     580
102240,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-11-28,38088,6398,2547,   -1857,   -1525,     -40
102241,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-11-21,39945,7923,2587,    1298,     509,    -333
102242,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-11-14,38647,7414,2920,    -343,     124,    -122
102243,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-11-07,38990,7290,3042,     468,   -1007,   -4646
102244,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-10-31,38522,8297,7688,   -1008,    -226,   -1409
102245,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-10-24,39530,8523,9097,    1762,    1394,    1565
102246,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-10-17,37768,7129,7532,    2705,    -207,    2179
102247,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-10-10,35063,7336,5353,    3553,     361,    2440
102248,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-10-03,31510,6975,2913,    -132,     538,      95
102249,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-09-26,31642,6437,2818,   -3552,     276,   -1137
102250,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-09-19,35194,6161,3955,    1774,   -1090,     923
102251,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-09-12,33420,7251,3032,    -434,    -176,    1586
102252,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-09-05,33854,7427,1446,   -6223,   -5190,   -1585
102253,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-08-29,40077,12617,3031,    -427,    -171,      96
102254,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-08-22,40504,12788,2935,    2894,    3039,    -164
102255,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-08-15,37610,9749,3099,    2917,    3514,     607
102256,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-08-08,34693,6235,2492,    -281,     929,   -1014
102257,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-08-01,34974,5306,3506,   -1492,    -663,    1308
102258,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-07-25,36466,5969,2198,   -7871,  -10165,    -952
102259,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-07-18,44337,16134,3150,     -11,    1724,    1041
102260,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-07-11,44348,14410,2109,   -2104,   -2473,     -33
102261,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-07-03,46452,16883,2142,    -342,    -929,   -2806
102262,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-06-27,46794,17812,4948,   -6052,   -1350,   -3993
102263,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-06-20,52846,19162,8941,    8074,    8173,    1525
102264,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-06-13,44772,10989,7416,   -2039,    1720,     332
102265,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-06-06,46811,9269,7084,    3870,    4829,     726
102266,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-05-30,42941,4440,6358,   -9477,    -854,   -3643
102267,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-05-23,52418,5294,10001,    -652,     694,   -4658
102268,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-05-16,53070,4600,14659,    1459,    -374,    1757
102269,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-05-09,51611,4974,12902,    3067,    -315,    1217
102270,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-05-02,48544,5289,11685,   -1940,   -1485,     371
102271,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-04-25,50484,6774,11314,    6700,   -3051,    7371
102272,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-04-18,43784,9825,3943,   -2055,   -4713,   -1634
102273,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-04-11,45839,14538,5577,   -3224,     -79,   -1124
102274,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-04-04,49063,14617,6701,      24,    1092,    -404
102275,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-03-28,49039,13525,7105,    4138,    5392,    3178
102276,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-03-21,44901,8133,3927,    -915,     624,      16
102277,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-03-14,45816,7509,3911,    -146,     569,    -840
102278,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-03-07,45962,6940,4751,   -4160,    -170,   -1657
102279,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-02-28,50122,7110,6408,   -1292,      -1,     941
102280,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-02-21,51414,7111,5467,     435,    -273,    -471
102281,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-02-14,50979,7384,5938,    -487,    -469,   -1268
102282,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-02-07,51466,7853,7206,     332,   -4146,     515
102283,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-01-31,51134,11999,6691,   -4991,   -4770,    1019
102284,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-01-24,56125,16769,5672,    2440,    2081,    1102
102285,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-01-17,53685,14688,4570,     681,     -92,     938
102286,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-01-10,53004,14780,3632,    3539,    -201,     165
102287,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1995-01-03,49465,14981,3467,   -1098,    -803,    -248
102288,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-12-27,50563,15784,3715,    -365,     -99,     -80
102289,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-12-20,50928,15883,3795,     936,     352,    -723
102290,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-12-13,49992,15531,4518,   -2114,   -2359,     590
102291,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-12-06,52106,17890,3928,   -1711,    -568,    1175
102292,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-11-29,53817,18458,2753,   -2315,     427,    -911
102293,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-11-22,56132,18031,3664,   -5140,    -897,   -1375
102294,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-11-15,61272,18928,5039,    -213,      85,    -715
102295,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-11-08,61485,18843,5754,      97,    -544,      37
102296,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-11-01,61388,19387,5717,    1116,    2128,    2487
102297,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-10-25,60272,17259,3230,    2405,    1730,    -234
102298,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-10-18,57867,15529,3464,    -133,    -196,    -190
102299,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-10-11,58000,15725,3654,    2923,    -550,     217
102300,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-10-04,55077,16275,3437,   -3942,   -6391,    -402
102301,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-09-27,59019,22666,3839,    -677,    -573,    -769
102302,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-09-20,59696,23239,4608,    4473,    1907,     239
102303,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-09-13,55223,21332,4369,    3639,    1969,     477
102304,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-09-06,51584,19363,3892,    3984,    3829,     990
102305,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-08-30,47600,15534,2902,    2553,    2943,   -1091
102306,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-08-23,45047,12591,3993,   -1806,    -369,    -249
102307,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-08-16,46853,12960,4242,     733,     173,     640
102308,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-08-09,46120,12787,3602,   -2572,   -4259,     682
102309,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-08-02,48692,17046,2920,    -245,    -258,     -36
102310,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-07-26,48937,17304,2956,   -4801,   -2507,    -990
102311,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-07-19,53738,19811,3946,    3360,    4188,    2213
102312,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-07-12,50378,15623,1733,   -4472,   -4375,    -315
102313,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-07-05,54850,19998,2048,   -3205,   -3163,     345
102314,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-06-28,58055,23161,1703,   -3551,   -2086,   -1323
102315,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-06-21,61606,25247,3026,    -827,     231,   -2274
102316,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-06-14,62433,25016,5300,    2586,    2452,    1374
102317,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-06-07,59847,22564,3926,   -2958,   -2886,   -1010
102318,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-05-31,62805,25450,4936,    2256,      10,     728
102319,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-05-24,60549,25440,4208,    -650,    1971,     197
102320,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-05-17,61199,23469,4011,   -3922,    1435,     624
102321,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-05-10,65121,22034,3387,   -2080,    1862,     826
102322,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-05-03,67201,20172,2561,    5747,    5648,   -1240
102323,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-04-26,61454,14524,3801,    4867,    1798,    -292
102324,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-04-19,56587,12726,4093,    -300,     911,     -32
102325,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-04-12,56887,11815,4125,   -3730,   -2688,     460
102326,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-04-05,60617,14503,3665,   -7985,   -7048,   -2411
102327,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-03-29,68602,21551,6076,   -2686,   -1326,    -267
102328,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-03-22,71288,22877,6343,    5665,    1384,    3304
102329,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-03-15,65623,21493,3039,    2154,    1545,    -650
102330,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-03-08,63469,19948,3689,    3747,    4403,     162
102331,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-03-01,59722,15545,3527,   -3552,    -101,   -2330
102332,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-02-22,63274,15646,5857,   -2842,      38,     163
102333,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-02-15,66116,15608,5694,   -3235,   -4169,   -1311
102334,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-02-08,69351,19777,7005,    5222,    1334,    -626
102335,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-02-01,64129,18443,7631,     659,    1640,     491
102336,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-01-25,63470,16803,7140,   -3475,    -416,     872
102337,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-01-18,66945,17219,6268,     977,    4573,     645
102338,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-01-11,65968,12646,5623,   -1494,   -2991,     792
102339,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1994-01-04,67462,15637,4831,    -716,    1408,     277
102340,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-12-28,68178,14229,4554,    -656,    -213,     155
102341,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-12-21,68834,14442,4399,    -361,      83,     525
102342,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-12-14,69195,14359,3874,   -1557,    1619,   -2209
102343,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-12-07,70752,12740,6083,    3604,    4381,   -4641
102344,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-11-30,67148,8359,10724,    -797,     -75,    -456
102345,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-11-23,67945,8434,11180,    2977,   -1123,    -504
102346,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-11-16,64968,9557,11684,    3011,     785,     -84
102347,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-11-09,61957,8772,11768,    3659,     829,   -2164
102348,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-11-02,58298,7943,13932,     374,     751,    -491
102349,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-10-26,57924,7192,14423,    2286,     344,    -157
102350,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-10-19,55638,6848,14580,   -1015,   -1127,     545
102351,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-10-12,56653,7975,14035,   -1215,       4,     161
102352,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-10-05,57868,7971,13874,   -2485,    3293,     274
102353,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-09-28,60353,4678,13600,     517,    -609,    1159
102354,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-09-21,59836,5287,12441,    7353,    1037,    2795
102355,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-09-14,52483,4250,9646,    2789,   -1795,    5326
102356,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-09-07,49694,6045,4320,   -1282,    1501,    -770
102357,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-08-31,50976,4544,5090,   -4036,     -39,    1049
102358,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-08-24,55012,4583,4041,     373,     150,   -1037
102359,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-08-17,54639,4433,5078,   -2037,    -838,    1337
102360,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-08-10,56676,5271,3741,    2648,    -705,    1579
102361,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-08-03,54028,5976,2162,      78,     495,    -870
102362,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-07-27,53950,5481,3032,   -1116,   -2343,      41
102363,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-07-20,55066,7824,2991,     143,   -1284,      56
102364,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-07-13,54923,9108,2935,    -440,   -1799,     552
102365,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-07-06,55363,10907,2383,   -2172,    2271,   -1104
102366,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-06-29,57535,8636,3487,    -666,     884,   -1488
102367,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-06-22,58201,7752,4975,    1864,     168,    -268
102368,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-06-15,56337,7584,5243,     633,     550,   -1020
102369,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-06-08,55704,7034,6263,    -263,     590,   -2922
102370,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-06-01,55967,6444,9185,    1121,     821,     784
102371,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-05-25,54846,5623,8401,    3059,    2359,    -883
102372,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-05-18,51787,3264,9284,      92,     223,    -411
102373,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-05-11,51695,3041,9695,    -217,    1395,     426
102374,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-05-04,51912,1646,9269,     994,     944,     889
102375,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-04-27,50918,702,8380,   -4183,   -1324,   -1274
102376,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-04-20,55101,2026,9654,    3615,    1414,     386
102377,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-04-13,51486,612,9268,    3718,    -805,     332
102378,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-04-06,47768,1417,8936,    2392,      15,    3570
102379,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-03-30,45376,1402,5366,    -311,     613,     414
102380,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-03-23,45687,789,4952,   -1053,    -451,   -1155
102381,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-03-16,46740,1240,6107,   -4578,    -229,   -4884
102382,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-03-09,51318,1469,10991,    -429,    -187,    -387
102383,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-03-02,51747,1656,11378,    3657,     727,    7902
102384,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-02-23,48090,929,3476,    -501,    -269,    1005
102385,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-02-16,48591,1198,2471,     350,    -211,     363
102386,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-02-09,48241,1409,2108,    -109,     565,     374
102387,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-02-02,48350,844,1734,    -919,     125,      38
102388,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-01-26,49269,719,1696,    2480,     -12,     423
102389,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-01-19,46789,731,1273,     576,   -2109,     910
102390,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-01-12,46213,2840,363,     -78,   -3994,     -25
102391,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1993-01-05,46291,6834,388,     347,    2842,   -1046
102392,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-12-29,45944,3992,1434,      -8,     370,   -1329
102393,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-12-22,45952,3622,2763,      51,    1704,   -1956
102394,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-12-15,45901,1918,4719,    1124,      69,    -896
