,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
414,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-28,39057,84840,3932,-6766,194858,1443,-45783,10698.0
415,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-21,35125,91606,4854,1122,193415,3387,-56481,3732.0
416,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-14,30271,90484,-958,767,190028,564,-60213,-1725.0
417,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-07,31229,89717,5229,509,189464,5137,-58488,4720.0
418,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-31,26000,89208,-6133,-7579,184327,-7143,-63208,1446.0
419,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-24,32133,96787,9560,893,191470,14037,-64654,8667.0
420,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-17,22573,95894,-1305,240,177433,3043,-73321,-1545.0
421,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-10,23878,95654,1599,7739,174390,22827,-71776,-6140.0
422,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-03,22279,87915,868,4847,151563,8371,-65636,-3979.0
423,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-27,21411,83068,605,-4419,143192,4026,-61657,5024.0
424,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-20,20806,87487,1805,10827,139166,-16552,-66681,-9022.0
425,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-13,19001,76660,382,3975,155718,4078,-57659,-3593.0
426,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-06,18619,72685,-695,-1129,151640,-3761,-54066,434.0
427,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-29,19314,73814,-570,5616,155401,425,-54500,-6186.0
428,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-22,19884,68198,-2240,921,154976,1205,-48314,-3161.0
429,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-15,22124,67277,-3174,8983,153771,4905,-45153,-12157.0
430,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-08,25298,58294,-5540,-9016,148866,-8182,-32996,3476.0
431,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-01,30838,67310,2161,13290,157048,17493,-36472,-11129.0
432,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-25,28677,54020,-4687,-10063,139555,9826,-25343,5376.0
433,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-18,33364,64083,-4696,-25769,129729,-6248,-30719,21073.0
434,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-11,38060,89852,15702,-18398,135977,-21533,-51792,34100.0
435,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-04,22358,108250,-2507,-2488,157510,-2733,-85892,-19.0
436,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-27,24865,110738,4339,870,160243,6965,-85873,3469.0
437,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-20,20526,109868,596,24191,153278,-15451,-89342,-23595.0
438,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-13,19930,85677,3140,10488,168729,6299,-65747,-7348.0
439,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-06,16790,75189,-3058,22107,162430,48329,-58399,-25165.0
440,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-30,19848,53082,-6997,-2304,114101,369,-33234,-4693.0
441,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-23,26845,55386,2303,-14879,113732,-7017,-28541,17182.0
442,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-16,24542,70265,4579,-4060,120749,-6883,-45723,8639.0
443,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-09,19963,74325,-3952,-1713,127632,-554,-54362,-2239.0
444,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-02,23915,76038,-199,5362,128186,8433,-52123,-5561.0
445,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-26,24114,70676,-561,6635,119753,16321,-46562,-7196.0
446,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-19,24675,64041,-3973,-1779,103432,6071,-39366,-2194.0
447,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-12,28648,65820,4410,-3275,97361,-5756,-37172,7685.0
448,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-05,24238,69095,10848,-9622,103117,-6323,-44857,20470.0
449,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-28,13390,78717,-119,-3672,109440,-1703,-65327,3553.0
450,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-21,13509,82389,-3385,-124,111143,253,-68880,-3261.0
451,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-14,16894,82513,-5495,815,110890,-31443,-65619,-6310.0
452,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-07,22389,81698,2196,5890,142333,-1244,-59309,-3694.0
453,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-31,20193,75808,-6824,1331,143577,5493,-55615,-8155.0
454,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-24,27017,74477,1798,3567,138084,3279,-47460,-1769.0
455,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-17,25219,70910,9070,9541,134805,5894,-45691,-471.0
456,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-10,16149,61369,-19604,13196,128911,12378,-45220,-32800.0
457,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-03,35753,48173,1151,-5744,116533,-645,-12420,6895.0
458,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-26,34602,53917,-9323,-4417,117178,-9333,-19315,-4906.0
459,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-19,43925,58334,3407,-28775,126511,-27061,-14409,32182.0
460,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-12,40518,87109,-346,14367,153572,39700,-46591,-14713.0
461,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-05,40864,72742,7859,-1059,113872,4805,-31878,8918.0
462,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-29,33005,73801,4455,-445,109067,3672,-40796,4900.0
463,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-22,28550,74246,5510,6169,105395,7939,-45696,-659.0
464,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-15,23040,68077,2599,-9918,97456,-41649,-45037,12517.0
465,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-08,20441,77995,-4753,-3672,139105,-1999,-57554,-1081.0
466,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-01,25194,81667,-4955,-1341,141104,-4527,-56473,-3614.0
467,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-23,30149,83008,8704,-15822,145631,-15772,-52859,24526.0
468,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-16,21445,98830,-20287,10576,161403,5711,-77385,-30863.0
469,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-09,41732,88254,16774,-15298,155692,-10603,-46522,32072.0
470,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-02,24958,103552,-3529,-1542,166295,-1468,-78594,-1987.0
471,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-26,28487,105094,-1874,-1270,167763,-4208,-76607,-604.0
472,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-19,30361,106364,946,2934,171971,23288,-76003,-1988.0
473,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-12,29415,103430,-4479,7548,148683,5309,-74015,-12027.0
474,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-05,33894,95882,3328,7929,143374,3618,-61988,-4601.0
475,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-29,30566,87953,1830,2498,139756,1902,-57387,-668.0
476,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-22,28736,85455,-6043,-9696,137854,-6597,-56719,3653.0
477,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-15,34779,95151,-10447,25544,144451,-55439,-60372,-35991.0
478,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-08,45226,69607,-3748,-4832,199890,13064,-24381,1084.0
479,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-01,48974,74439,-1349,-5145,186826,-2237,-25465,3796.0
480,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-24,50323,79584,8888,-114,189063,7564,-29261,9002.0
481,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-17,41435,79698,-2430,16998,181499,22956,-38263,-19428.0
482,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-10,43865,62700,-8232,9868,158543,9699,-18835,-18100.0
483,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-03,52097,52832,19,671,148844,12215,-735,-652.0
484,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-27,52078,52161,1451,918,136629,16674,-83,533.0
485,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-20,50627,51243,3216,-311,119955,3537,-616,3527.0
486,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-13,47411,51554,-3531,-4631,116418,-3006,-4143,1100.0
487,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-06,50942,56185,19666,-19542,119424,-23093,-5243,39208.0
488,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-29,31276,75727,-16350,15745,142517,15973,-44451,-32095.0
489,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-22,47626,59982,25877,-17052,126544,-4011,-12356,42929.0
490,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-15,21749,77034,-1131,-16797,130555,-57682,-55285,15666.0
491,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-08,22880,93831,1527,-4459,188237,-2782,-70951,5986.0
492,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-01,21353,98290,952,-5164,191019,-5071,-76937,6116.0
493,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-25,20401,103454,-4228,18398,196090,24623,-83053,-22626.0
494,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-18,24629,85056,6466,-3676,171467,-2314,-60427,10142.0
495,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-11,18163,88732,-4427,-15906,173781,-17306,-70569,11479.0
496,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-04,22590,104638,744,-6051,191087,-5241,-82048,6795.0
497,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-07-28,21846,110689,475,7894,196328,6666,-88843,-7419.0
498,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-07-21,21371,102795,1406,10112,189662,36023,-81424,-8706.0
499,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-07-14,19965,92683,-4102,-3799,153639,13221,-72718,-303.0
500,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-07-07,24067,96482,-11984,21672,140418,28947,-72415,-33656.0
501,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-06-30,36051,74810,-3351,7541,111471,-405,-38759,-10892.0
502,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-06-23,39402,67269,11157,-13466,111876,-21784,-27867,24623.0
503,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-06-16,28245,80735,-357,1001,133660,-45366,-52490,-1358.0
504,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-06-09,28602,79734,-5381,624,179026,26217,-51132,-6005.0
505,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-06-02,33983,79110,10040,22651,152809,23779,-45127,-12611.0
506,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-05-26,23943,56459,237,1422,129030,1681,-32516,-1185.0
507,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-05-19,23706,55037,-10321,-6029,127349,-8177,-31331,-4292.0
508,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-05-12,34027,61066,9981,-13096,135526,-10892,-27039,23077.0
509,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-05-05,24046,74162,-13957,12768,146418,7921,-50116,-26725.0
510,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-04-28,38003,61394,-12340,-2624,138497,20423,-23391,-9716.0
511,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-04-21,50343,64018,-13178,8858,118074,-12427,-13675,-22036.0
512,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-04-14,63521,55160,21336,-9950,130501,-20571,8361,31286.0
513,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-04-07,42185,65110,-1104,-8468,151072,-6616,-22925,7364.0
514,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-03-31,43289,73578,8245,-2566,157688,7368,-30289,10811.0
515,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-03-24,35044,76144,11342,-3497,150320,15176,-41100,14839.0
516,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-03-17,23702,79641,-6920,13372,135144,-49895,-55939,-20292.0
517,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-03-10,30622,66269,-792,-8552,185039,6982,-35647,7760.0
518,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-03-03,31414,74821,-2691,-7628,178057,-2449,-43407,4937.0
519,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-02-24,34105,82449,5232,8131,180506,4802,-48344,-2899.0
520,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-02-17,28873,74318,3182,-608,175704,843,-45445,3790.0
521,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-02-10,25691,74926,2092,3090,174861,13449,-49235,-998.0
522,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-02-03,23599,71836,-3140,524,161412,8297,-48237,-3664.0
523,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-01-27,26739,71312,7722,6032,153115,4444,-44573,1690.0
524,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-01-20,19017,65280,1712,-6320,148671,17516,-46263,8032.0
525,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-01-13,17305,71600,-1362,-11518,131155,34,-54295,10156.0
526,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-01-06,18667,83118,2789,3435,131121,1654,-64451,-646.0
527,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-12-30,15878,79683,-1433,-998,129467,-1261,-63805,-435.0
528,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-12-23,17311,80681,-8532,2082,130728,-6900,-63370,-10614.0
529,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-12-16,25843,78599,-6273,-2111,137628,-75531,-52756,-4162.0
530,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-12-09,32116,80710,1906,7496,213159,21951,-48594,-5590.0
531,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-12-02,30210,73214,3824,14276,191208,15083,-43004,-10452.0
532,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-11-25,26386,58938,-4919,-1401,176125,8736,-32552,-3518.0
533,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-11-18,31305,60339,1912,1272,167389,25,-29034,640.0
534,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-11-11,29393,59067,-825,2259,167364,7507,-29674,-3084.0
535,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-11-04,30218,56808,3386,3133,159857,15841,-26590,253.0
536,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-10-28,26832,53675,-3255,2464,144016,5823,-26843,-5719.0
537,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-10-21,30087,51211,-9711,5650,138193,-843,-21124,-15361.0
538,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-10-14,39798,45561,-3983,-5803,139036,-8103,-5763,1820.0
539,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-10-07,43781,51364,-5083,-4814,147139,-1539,-7583,-269.0
540,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-30,48864,56178,-9414,8404,148678,-2641,-7314,-17818.0
541,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-23,58278,47774,-11152,390,151319,16874,10504,-11542.0
542,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-16,69430,47384,-1591,14881,134445,-20820,22046,-16472.0
543,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-09,71021,32503,-4423,-3777,155265,11010,38518,-646.0
544,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-02,75444,36280,3764,1270,144255,2590,39164,2494.0
545,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-26,71680,35010,15473,-8790,141665,490,36670,24263.0
546,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-19,56207,43800,4274,-8174,141175,-13519,12407,12448.0
547,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-12,51933,51974,-25602,6872,154694,11458,-41,-32474.0
548,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-05,77535,45102,-23016,21666,143236,-1948,32433,-44682.0
549,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-29,100551,23436,1728,3747,145184,2930,77115,-2019.0
550,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-22,98823,19689,12116,2619,142254,11146,79134,9497.0
551,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-15,86707,17070,3930,3104,131108,4877,69637,826.0
552,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-08,82777,13966,-2610,-1859,126231,-3194,68811,-751.0
553,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-01,85387,15825,444,-149,129425,1092,69562,593.0
554,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-24,84943,15974,-6284,-6178,128333,-6684,68969,-106.0
555,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-17,91227,22152,-15339,5789,135017,-65185,69075,-21128.0
556,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-10,106566,16363,900,-3287,200202,37555,90203,4187.0
557,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-03,105666,19650,3858,1143,162647,5021,86016,2715.0
558,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-27,101808,18507,9078,3043,157626,2831,83301,6035.0
559,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-20,92730,15464,6593,-2051,154795,5586,77266,8644.0
560,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-13,86137,17515,18474,-2264,149209,2754,68622,20738.0
561,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-06,67663,19779,-410,1324,146455,18355,47884,-1734.0
562,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-29,68073,18455,-256,3637,128100,-832,49618,-3893.0
563,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-22,68329,14818,-2709,-1983,128932,-2480,53511,-726.0
564,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-15,71038,16801,667,2931,131412,1081,54237,-2264.0
565,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-08,70371,13870,20478,-14239,130331,-14939,56501,34717.0
566,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-01,49893,28109,27124,3686,145270,29412,21784,23438.0
567,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-25,22769,24423,3449,3833,115858,4801,-1654,-384.0
568,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-18,19320,20590,6581,-396,111057,-55892,-1270,6977.0
569,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-11,12739,20986,4509,-7994,166949,40064,-8247,12503.0
570,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-04,8230,28980,-1741,-2560,126885,-1657,-20750,819.0
571,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-25,9971,31540,1877,134,128542,-2555,-21569,1743.0
572,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-18,8094,31406,-1588,-12216,131097,3872,-23312,10628.0
573,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-11,9682,43622,-4012,-4587,127225,-4607,-33940,575.0
574,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-04,13694,48209,-7036,-7837,131832,-1203,-34515,801.0
575,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-28,20730,56046,-6009,25679,133035,11893,-35316,-31688.0
576,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-21,26739,30367,-5756,11589,121142,8144,-3628,-17345.0
577,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-14,32495,18778,-5954,-2064,112998,-4010,13717,-3890.0
578,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-07,38449,20842,575,-1427,117008,205,17607,2002.0
579,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-31,37874,22269,-9332,-4759,116803,-6930,15605,-4573.0
580,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-24,47206,27028,6796,2268,123733,9119,20178,4528.0
581,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-17,40410,24760,458,7338,114614,-40613,15650,-6880.0
582,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-10,39952,17422,12291,-1306,155227,33766,22530,13597.0
583,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-03,27661,18728,-10847,-7317,121461,-6109,8933,-3530.0
584,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-26,38508,26045,-2056,-4980,127570,-2539,12463,2924.0
585,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-19,40564,31025,7950,5428,130109,7938,9539,2522.0
586,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-12,32614,25597,3140,1303,122171,6099,7017,1837.0
587,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-05,29474,24294,1739,1455,116072,1566,5180,284.0
588,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-29,27735,22839,-1041,1277,114506,-828,4896,-2318.0
589,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-22,28776,21562,5062,5609,115334,9020,7214,-547.0
590,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-15,23714,15953,-3570,-398,106314,-1661,7761,-3172.0
591,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-08,27284,16351,-9877,-6209,107975,-11813,10933,-3668.0
592,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-01,37161,22560,-10726,-11304,119788,-10369,14601,578.0
593,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-24,47887,33864,19408,-4816,130157,18682,14023,24224.0
594,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-17,28479,38680,-4274,14206,111475,-33650,-10201,-18480.0
595,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-10,32753,24474,-1008,-8599,145125,37151,8279,7591.0
596,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-03,33761,33073,-8015,-1505,107974,-1487,688,-6510.0
597,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-27,41776,34578,-19459,9474,109461,14976,7198,-28933.0
598,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-20,61235,25104,-5664,-5475,94485,-5361,36131,-189.0
599,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-13,66899,30579,4669,474,99846,5571,36320,4195.0
600,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-06,62230,30105,1181,-6056,94275,-2860,32125,7237.0
601,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-30,61049,36161,5548,459,97135,3378,24888,5089.0
602,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-23,55501,35702,14692,6259,93757,15119,19799,8433.0
603,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-16,40809,29443,9527,6196,78638,10087,11366,3331.0
604,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-09,31282,23247,3766,-1422,68551,3688,8035,5188.0
605,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-02,27516,24669,-3552,-1418,64863,-2933,2847,-2134.0
606,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-25,31068,26087,-11939,4029,67796,3901,4981,-15968.0
607,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-18,43007,22058,-28847,13978,63895,-55862,20949,-42825.0
608,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-11,71854,8080,-22776,-3679,119757,-6556,63774,-19097.0
609,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-04,94630,11759,-31500,6493,126313,-24152,82871,-37993.0
610,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-28,126130,5266,-14319,1680,150465,-12324,120864,-15999.0
611,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-21,140449,3586,-4890,-1434,162789,-5251,136863,-3456.0
612,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-14,145339,5020,1263,-612,168040,381,140319,1875.0
613,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-07,144076,5632,-1856,-1749,167659,-2947,138444,-107.0
614,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-30,145932,7381,-5370,2990,170606,-6896,138551,-8360.0
615,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-23,151302,4391,-8122,-3745,177502,-1989,146911,-4377.0
616,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-16,159424,8136,7640,-1106,179491,6845,151288,8746.0
